ResponseId,Condition,Group,Stereotype1,Stereotype2,Stereotype3,Stereotype4,Stereotype5,Stereotype6,Stereotype7,Stereotype8,Stereotype9,Stereotype10,VALENCE,Status,Liking,Stereotype1_code_r,Stereotype2_code_r,Stereotype3_code_r,Stereotype4_code_r,Stereotype5_code_r,Stereotype6_code_r,Stereotype7_code_r,Stereotype8_code_r,Stereotype9_code_r,Stereotype10_code_r,class_child,class_now,SES,AMERICAN_ID,WHITE_ID,percentage_1,central,representative,US,US_ID_1,US_ID_2,US_ID_3,US_ID_4,US_ID_5,US_ID_6,US_ID_7,US_ID_8,US_ID_9,US_ID_10,gender,gender2,age,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,race_ID_1,race_ID_2,race_ID_3,race_ID_4,race_ID_5,race_ID_6,race_ID_7,race_ID_8,State_child,State_now,self_redneck,self_hick,self_hillbilly,self_whitetrash,self_bluecollar,self_whitecollar,self_WASP,self_1percent,self_trustfund,self_coastalelite,group_others_1,group_others_2,group_others_3,group_others_4,group_others_5,group_others_6,group_others_7,group_others_8,group_others_9,group_others_10,race_ID_1r,race_ID_4r,race_ID_8r,Stereotype1_valence,Stereotype2_valence,Stereotype3_valence,Stereotype4_valence,Stereotype5_valence,Stereotype6_valence,Stereotype7_valence,Stereotype8_valence,Stereotype9_valence,Stereotype10_valence
R_2AX7e0tGbiRlNrs,1,9,Don't work/hold jobs,Addiction problems,Entitled,Don't value items - everything is dispensable,Multi-generational wealth,White,Not generous,Priveleged,Disconnected,Unrealistic,3.74571428571429,5,2,22,56,12,38,38,56,56,38,31,31,2,3,6,4.1,3,72,6,2,1,3,3,4,6,4,5,5,3,4,4,Female,0,30, , , , , ,1, , ,5,4,1,6,4,4,3,5,Oregon,Washington, , , , , ,1, , , , , , ,1, , , ,1, , ,1,3,2,3,3.57, ,2.24,4.33,4.33, , ,4.33,3.71,3.71
R_3EYh5vziiXofdib,1,9,White,Privileged,the 1%,coddled,spoiled,easy living,sophisticated,trendy,special,unrealistic,3.88428571428571,8,4,56,38,41,47,47,47,56,2,56,31,2,3,7,6,4.375,94,8,2,1,6,6,6,6,6,6,6,6,6,6,female,0,61, , , , , ,1, , ,5,5,3,5,5,5,5,2,Pennsylvania,Pennsylvania, , , , , ,1,1, , , ,1, , , , , , , , , ,3,3,6, ,4.33,4.71,2.67,2.67,2.67, ,6.43, ,3.71
R_2Cq6qQnOoQQwhy8,1,9,Entitled,Rude,Stuck Up,Ignorant,Elitist,Classist,Racist,Sexist,Stupid,Clueless,2.19,8,5,12,42,1,30,13,30,39,30,56,31,3,3,6,3.3,3,95,6,4,1,3,4,3,3,2,5,4,3,4,2,Male,1,29, , , , , ,1, , ,4,5,1,5,1,2,2,2,Texas,Texas, , , , , , , , , , , , , , , , ,1, , , ,4,3,6,2.24,2.05,2.43,1.95,2.14,1.95,1.29,1.95, ,3.71
R_2OOvKwDwPPbj27K,1,9,privileged,spoiled,irresponsible,inconsiderate,above the law,out of touch with the real world,fortunate,reckless,thrill seeking,lucky,4.505,8,3,38,47,8,44,37,31,38,8,8,38,3,3,6,6.8,3.25,91,8,2,1,7,7,7,7,7,7,7,5,7,7,Female,0,62, , , , , ,1, , ,6,2,1,6,3,5,5,2,Rhode Island,New York, , , , , ,1, , , , , , , , , , ,1, , , ,2,2,6,4.33,2.67,6.1,2.38,5,3.71,4.33,6.1,6.1,4.33
R_2Bmrx80r35gX3Fq,1,9,wealthy,privledged,white,money,won't need to work,spoiled,lazy,no worries,good education,will be able to go to any university,4.66555555555556,7,2,41,38,56,41,38,47,22,8,18,38,3,3,5,6.7,5.875,85,7,7,1,6,7,7,7,7,7,6,6,7,7,female,0,34, , , , , ,1, , ,2,6,6,5,7,7,7,3,Virginia,Virginia,1, , , , ,1, , , , , , , , , , ,1, , , ,6,3,5,4.71,4.33, ,4.71,4.33,2.67,3.57,6.1,7.24,4.33
R_56nFsLMLg6kmPm1,1,9,Entitled,Spoiled,Selfish,Rich,Daddys money,Old money,New money,Generation Y,Materialistic,Heires,3.65,6,4,12,47,14,41,38,38,41,56,29,38,4,3,5,4.8,4,70,6,3,1,4,4,5,7,5,5,6,3,4,5,Female,0,43, , , , , ,1, , ,7,5,4,6,7,5,5,5,Arkansas,Arkansas, , , , ,1, , , , , ,1,1,1,1, , , , , , ,1,2,3,2.24,2.67,2.29,4.71,4.33,4.33,4.71, ,3.24,4.33
R_578rghWN9rG61Ud,1,9,jobless,lazy,entitled,spoiled,aimless,over-privileged,no responsibilities,out of touch,naieve,don't know the value of work,4.08444444444444,8,1,56,22,12,47,8,38,8,31,31,38,4,3,7,1.3,2,91,5,4,1,1,1,1,1,1,1,1,4,1,1,female,0,32, , , , , ,1, , ,7,1,3,5,1,1,1,3,California,Tennessee, , , , , ,1, , , , , , , , , , , , , , ,1,3,5, ,3.57,2.24,2.67,6.1,4.33,6.1,3.71,3.71,4.33
R_1FhrL5VCrUdnlsh,1,9,immature,unable to hold down a job,no work ethic,run to parents for money,lazy,very social,has parties,nice cars/houses,don't have to work for anything,not very smart because they don't have to be,4.13555555555556,7,4,47,56,22,38,22,37,28,28,38,38,2,3,6,3.9,2.125,93,6,7,1,5,4,5,4,5,5,3,3,3,2,female,0,32, , , , , ,1, , ,5,2,2,7,2,3,2,6,Pennsylvania,Pennsylvania, , , , , ,1, , , , , , , , , , , , , , ,3,1,2,2.67, ,3.57,4.33,3.57,5,4.71,4.71,4.33,4.33
R_0ArhCADBdpb5NLz,1,9,Born into families with high net worth,Exempt from many of the hardships of life,Unaware of much of the sufferings of the poor and disenfranchised,"Have almost unlimited opportunities for education, travel, etc.",Generally well cultured in the arts,"Able to choose interesting paths in life, regardless of cost",Able to contribute more to charitable organizations,Able to exert influence on their peers if they choose,Able to excel in entrepreneurship if they choose,Able to carve out a life in politics if they choose,4.67444444444444,8,6,38,38,31,38,56,38,9,37,38,38,4,2,1,3.8,2.625,85,4,2,1,4,4,4,5,4,5,4,2,3,3,Female,0,64, , , , , ,1, , ,6,3,3,7,3,3,3,5,Texas,Texas, , , , , , ,1, , , , , , , , , ,1, , , ,2,1,3,4.33,4.33,3.71,4.33, ,4.33,7.38,5,4.33,4.33
R_1pS58twBYpyT748,1,9,Rich,Spoiled,Carefree,Ungrateful,Lazy,Misbehaved,Talantless,Untrustworthy,Lucky,Fortunate,3.467,7,2,41,47,8,12,22,42,21,52,38,38,4,4,8,4.5,4.625,98,7,5,1,4,3,4,4,5,5,5,5,6,4,Male,1,28, , , , , ,1, , ,3,5,3,3,6,4,5,4,NJ,NJ, , , , , , , , , , , , , , , , , , , , ,5,5,4,4.71,2.67,6.1,2.24,3.57,2.05,3.1,1.57,4.33,4.33
R_9yHjPQreB6b9MZ3,1,9,white,selfish,elites,spoiled,irresponsible,entitled,wild,partier,arrogant,rude,3.61,7,4,56,14,37,47,8,12,56,8,1,42,3,3,5,4.7,2.75,90,4,3,1,5,6,5,5,4,5,5,4,4,4,female,0,31, , , , , ,1, , ,6,2,3,6,4,4,3,6,Kansas,Colorado, , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2.29,5,2.67,6.1,2.24, ,6.1,2.43,2.05
R_1OTCUHgFu628Faf,1,9,They are entitled,They do not have life skills,They did not earn their position in life,They don't understand the privileged they have.,They are inconsiderate,They look down on others,They believe being rich is the most important thing in life.,They care more about status than people.,They are not helpful.,They are rude.,3.273,3,1,12,21,38,38,10,1,29,10,10,42,3,3,7,4.8,3.375,90,6,6,1,5,5,5,4,5,4,4,6,5,5,Male,1,34, , , , , ,1, , ,6,3,5,6,4,5,3,5,New York,New York, , , , , ,1, , , , , , , , , , ,1, , , ,2,2,3,2.24,3.1,4.33,4.33,3.67,2.43,3.24,3.67,3.67,2.05
R_32RXKIgl7iYyg4t,1,9,Rich,spoiled,arrogant,lazy,sheltered,ignorant,pompous,naive,uppity,egotistical,2.999,7,2,41,47,1,22,31,30,1,31,1,44,2,3,5,3.7,2.875,95,5,3,1,4,4,4,4,3,3,3,4,4,4,female,0,30, , , , , ,1, , ,5,3,2,5,3,3,3,5,Illinois,Illinois, , , , ,1, , , , , , , , , ,1, , , , , ,3,3,3,4.71,2.67,2.43,3.57,3.71,1.95,2.43,3.71,2.43,2.38
R_3feel9KsHTxbZN7,1,9,Greedy,Spoiled,Reckless,Wasted,Rich,Addicted,Restless,Un-commited,Immoral,Self-centered,3.63,6,2,14,47,8,56,41,56,56,56,56,44,3,3,6,5.8,2.75,65,5,3,1,5,6,6,7,6,6,5,5,6,6,Male,1,64, , , , , ,1, , ,7,4,1,7,4,4,4,5,California,Colorado, , , , , , , , , , , , , , , , , , , ,1,1,1,3,2.29,2.67,6.1, ,4.71, , , , ,2.38
R_3soXXh4IqAJYc6v,1,9,spoiled,narcissistic,lazy,selfish,disrespectful,naive,irresponsible,ungrateful,snobbish,coddled,3.011,7,3,47,44,22,14,42,31,8,12,1,47,2,2,4,2.1,2.25,80,8,2,1,4,3,2,3,1,2,1,1,3,1,female,0,22, , , , , ,1, , ,6,1,1,3,2,3,1,5,Virginia,Virginia,1, , , , ,1, , , , ,1,1,1,1, , , , , , ,2,5,3,2.67,2.38,3.57,2.29,2.05,3.71,6.1,2.24,2.43,2.67
R_12lmrmwR6AM5HFZ,1,9,snobs,stuck up,rude,selfish,greedy,wild,preps,ungiving,rich,spoiled,3.1625,6,4,1,1,42,14,14,56,2,56,41,47,3,3,4,6.8,5.75,70,5,7,1,7,7,7,7,7,7,7,5,7,7,female,0,38, , , , , ,1, , ,3,6,6,3,7,6,6,3,Florida,Florida, , , , , ,1, , , , , , , , , , ,1, , , ,5,5,5,2.43,2.43,2.05,2.29,2.29, ,6.43, ,4.71,2.67
R_1DJ9lvaGknmAsYW,1,9,Spoiled,Untrustworhty,Entitled,Rude,Lazy,Sheltered,Manipulative,Careless,Materialistic,Fake,2.829,8,3,47,52,12,42,22,31,52,8,29,52,3,3,7,5.8,3.375,84,7,6,1,6,6,6,6,7,5,5,6,5,6,Female,0,20, , , , , ,1, , ,3,1,2,6,5,5,2,3,NY,FL, , , , , ,1, , , , , , , , ,1, , , , , ,5,2,5,2.67,1.57,2.24,2.05,3.57,3.71,1.57,6.1,3.24,1.57
R_2YJuhqFR8fycnRN,1,9,useless,snotty,vapid,privileged,underachiever,lazy,partier,traveler,reckless,promiscuous,4.245,8,2,21,1,6,38,56,22,8,28,8,56,2,2,4,4.1,6.25,85,7,1,1,4,4,5,4,4,3,2,3,6,6,Female,0,60, , , , , ,1, , ,2,6,6,1,6,6,7,2,NY,CA, , , , ,1, , , , , , , , , , , ,1, , , ,6,7,6,3.1,2.43,3.62,4.33, ,3.57,6.1,4.71,6.1, 
R_215STN1Ia7Io2YE,1,9,rich,lazy,conceited,philanthropic,greedy,fortunate,giving,globe-trotting,partying,undeserving,4.77375,8,4,41,22,1,9,14,38,9,56,8,56,3,3,6,6.8,3.625,85,7,1,1,7,7,7,7,7,7,7,5,7,7,female,0,68, , , , , ,1, , ,7,7,1,7,7,7,2,5,Tennessee,Tennessee, , , , , , ,1, , , , , , , , , , , , ,1,1,1,3,4.71,3.57,2.43,7.38,2.29,4.33,7.38, ,6.1, 
R_QhNsU14DwoRlKeJ,1,9,independently wealthy,do not need to work to earn a living,most waste their lives in nightclubs,spoiled brats,some are successful and productive,financial security,live quite well,self-destruction,can become a philantropist,can solve some of the world's biggest problems e.g. help fight COVID Bill Gates,4.975,6,4,41,38,8,47,7,41,28,56,9,56,2,1,4,6.1,2.375,81,7,6,1,6,6,6,7,6,6,6,5,7,6,Female,0,58, , , , , ,1, , ,6,2,3,6,4,3,2,7,Connecticut,Connecticut, , , , ,1,1, , , , , , , , ,1, ,1, , , ,2,2,1,4.71,4.33,6.1,2.67,5.19,4.71,4.71, ,7.38, 
R_2VPTnv9v6hLAtBt,1,9,rude,snobby,lazy,rich,pretentious,preppy,white,obnoxious,wasteful,blonde,3.40857142857143,8,1,42,1,22,41,1,2,56,56,12,56,2,2,6,1.6,1.625,86,5,2,1,1,2,1,2,3,3,1,1,1,1,Female,0,20, , , , , ,1, , ,7,1,1,7,1,1,1,2,Virginia,Virginia, , , , , , , , , , , , , , , , , , , , ,1,1,6,2.05,2.43,3.57,4.71,2.43,6.43, , ,2.24, 
R_264RymnQc6rRZcQ,1,9,lack emotional depth in relationships,spends money as though more will follow without effort on their part,need lots of personal attention,Often initates new relationships with how important their parents are as though they should share in the credit for accomplishments.,Some are normal people who realize how fortunate they are.,like to show off,somewhat overbearing,lacks true gratitude for the kindness of others,Some trust fund badies understand that they have a lot to contribute to this world.,strong-willed,3.38714285714286,6,6,10,38,44,38,56,56,1,12,38,56,2,3,5,5.8,4.5,65,5,3,1,5,5,5,7,6,6,6,6,6,6,female,0,69, , , , , ,1, , ,7,6,6,7,6,6,6,4,Louisiana,Alabama, , , , ,1,1, , , , , , , , ,1, ,1, , ,1,1,1,4,3.67,4.33,2.38,4.33, , ,2.43,2.24,4.33, 
R_3eqXO3R1tqa7pXB,1,9,rich,white,christian,old,babies,suits,drugs,alcholic,fake,dumb,3.896,5,5,41,56,40,56,47,2,56,56,52,56,3,3,5,4.3,3.75,74,5,4,1,6,5,4,3,4,4,3,4,5,5,Male,1,28, , , , , ,1, , ,3,3,3,3,2,2,4,2,Kentucky,Kentucky, , , , , ,1, , , , , , , , , , ,1, , , ,5,5,6,4.71, ,4.1, ,2.67,6.43, , ,1.57, 
R_2VdxcBAdJMiWOlM,1,9,rich,spoiled,arrogant,self-absorbed,lucky,people,priviledged,fortunate,unfair,superficial,3.59714285714286,5,3,41,47,1,44,38,56,38,38,56,56,4,3,6,3.7,2.5,70,1,4,1,5,5,5,4,4,4,4,1,3,2,male,1,31, , , , , ,1, , ,7,1,7,7,4,4,1,7,Wisconsin,Florida, , , , , , , , , , , , , , , , , , , , ,1,1,1,4.71,2.67,2.43,2.38,4.33, ,4.33,4.33, , 
R_2sY1xaXYCBry185,1,10,Boomers,Old people,sun burnt people,cali girls,beach boys,rich people,entitled, , , ,3.88666666666667,7,3,56,56,56,28,56,41,12, , , ,3,3,8,7,1.375,75,7,3,1,7,7,7,7,7,7,7,7,7,7,Male,1,28, , , , , ,1, , ,7,4,1,7,1,1,1,7,Florida,Florida, , , , , ,1, , , , , , , , , , ,1, , , ,1,1,1, , , ,4.71, ,4.71,2.24, , , 
R_1N3M28qxqag549v,1,10,rich,republicans,concervative,white,self centered,spoiled,anti imigration,closed minded, , ,2.75428571428571,7,3,41,34,34,56,44,47,30,30, , ,2,3,5,2.2,2.375,96,7,4,1,3,3,3,2,3,1,1,3,2,1,Male,1,26, , , , , ,1, , ,1,2,1,6,2,3,1,7,MA,MA, , , , ,1, , , , , , , , , ,1, , , , , ,7,2,1,4.71,2.81,2.81, ,2.38,2.67,1.95,1.95, , 
R_2rvfCBsJKtmMQNw,1,10,White Collar Workers,Privelliged,Educated,Wealthy,Elitest,Liberal,Advantaged,Left-wing,Rich,Stereotype,4.845,7,4,17,38,18,41,13,35,38,35,41,30,1,1,3,2.1,2.5,95,6,4,1,3,2,1,1,5,2,1,4,1,1,Male,1,19, , , , , ,1, , ,2,2,1,6,1,2,1,3,Kansas,Kansas, , , , , , , , , , , , , , , , , , , , ,6,2,5,5.24,4.33,7.24,4.71,2.14,6.9,4.33,6.9,4.71,1.95
R_1OIZeloOXVbxaPP,1,10,scammers,spolied,theives,philanthropist,lawyers,untrustworthy,rich,disconnected with society,elitist,stuck up,3.49111111111111,8,8,52,47,56,9,17,52,41,31,13,1,3,2,5,5.4,4.875,71,7,1,1,6,5,5,6,6,6,3,6,6,5,female,0,32, , , , , ,1, , ,1,5,1,1,3,5,4,1,florida,texas, , , , ,1, , , , , , , , , , , ,1, , , ,7,7,7,1.57,2.67, ,7.38,5.24,1.57,4.71,3.71,2.14,2.43
R_24vK5OckugM4Tc2,1,10,well-read,open minded,rich,successful,mighty,christians,noble,white,powerful,proud,4.83375,7,4,18,56,41,7,37,40,37,56,37,1,2,3,6,6,5.25,85,6,2,1,7,6,5,6,6,6,7,5,6,6,male,1,23, , , , , ,1, , ,4,5,6,4,6,7,5,3,West Virginia,West Virginia, , , , , ,1, , , , ,1, , , , , ,1, , ,1,4,4,5,7.24, ,4.71,5.19,5,4.1,5, ,5,2.43
R_DbHy2so1LIl34uB,1,10,White,Carefree,Rich,Arrogant,Sporty,Tan,Aloof,Lazy,Drunk,Elegant,4.485,7,3,56,8,41,1,56,56,10,22,56,2,3,4,7,3.6,4.5,99,7,3,1,3,3,2,5,1,5,4,4,4,5,Female,0,30, , , , , ,1, , ,4,5,4,3,4,4,5,3,Minnesota,Minnesota, , , , ,1, , , , , , , , , ,1, , , , , ,4,5,5, ,6.1,4.71,2.43, , ,3.67,3.57, ,6.43
R_3h3kRGRuw5dcHFf,1,10,snobby,white,entitled,preppy,the 1%,elitist,spoiled,money-hungry,greedy,charitable,3.72555555555556,7,2,1,56,12,2,41,13,47,29,14,9,2,3,4,3.6,2,50,6,2,1,4,4,5,5,5,4,5,1,2,1,female,0,20, , , , , ,1, , ,7,1,5,7,4,2,1,7,Connecticut,Connecticut, , , , , , , , , , , , , , , , , , , , ,1,1,1,2.43, ,2.24,6.43,4.71,2.14,2.67,3.24,2.29,7.38
R_1P7x42XWL6Csr94,1,10,arrogant,rich,priviledged,educated,out of touch,elite,uncaring,unsympathetic,cold,aloof,4.21,8,4,1,41,38,18,31,37,10,10,10,10,1,3,6,5.5,2.5,75,8,6,1,6,5,5,7,7,6,6,5,4,4,Female,0,49, , , , , ,1, , ,6,3,1,6,4,4,3,7,Pennsylvania,Virginia, , , , , ,1, , , , , , , , , , , , , , ,2,2,1,2.43,4.71,4.33,7.24,3.71,5,3.67,3.67,3.67,3.67
R_1Kvxotn5Wls8dgO,1,10,Rich,Think they are better than others,Think they are smarter than others,Liberal,Eco friendly,Power hungry,Know what's best for others,Smart,Educated,Not really caring of others,4.41333333333333,8,3,41,1,1,35,56,14,1,20,18,10,3,3,6,5.3,3.125,75,6,2,1,5,5,5,6,7,5,6,4,5,5,male,1,55, , , , , ,1, , ,6,4,3,6,4,4,3,5,New York,nEW yORK, , , , , ,1,1, , , , , , , , , , , , ,1,2,2,3,4.71,2.43,2.43,6.9, ,2.29,2.43,7.62,7.24,3.67
R_2P0FhfAyK71didm,1,10,Educated,Affluent,Liberal,Privileged,Ethnically white,Whiny,Gentrified,Fashionable,Politically correct,Self-entitled,5.15777777777778,7,4,18,41,35,38,56,47,37,2,35,12,3,2,4,2.8,3.625,93,7,3,1,3,2,3,4,1,5,2,4,2,2,Male,1,41, , , , , ,1, , ,6,4,4,5,2,4,3,1,California,Colorado, , , , ,1, , , , , , , , , ,1, , , , , ,2,3,7,7.24,4.71,6.9,4.33, ,2.67,5,6.43,6.9,2.24
R_1dnJ7M95MRKBiBn,1,10,Snobby,Racist,Condescending,Shady,Exclusionary,White,Old,Self-serving,Conservative,Elitist,2.14875,8,1,1,39,1,52,13,56,56,44,34,13,4,3,7,4.9,4.5,92,8,4,1,7,7,7,2,4,2,2,6,5,7,Male,1,28, , , , , ,1, , ,3,4,5,3,5,5,4,5,NJ,NY, , , , , , , , , , , , , , , , , , , , ,5,5,3,2.43,1.29,2.43,1.57,2.14, , ,2.38,2.81,2.14
R_31LtUUfXYeNJcCF,1,10,Rich,Snobbish,Pampered,White,Bankers or stock brokers,Spoiled,Out of touch with reality,Above the law,Boaters,Ivy leaugers,4.26444444444444,7,4,41,1,47,56,17,47,31,37,28,18,2,4,7,5.1,4.125,90,7,3,1,5,5,6,7,5,7,4,1,5,6,Male,1,29, , , , , ,1, , ,5,4,4,3,4,5,4,4,Pennsylvania,Ohio, , , , ,1, , , , , , , , , ,1, , , , , ,3,5,4,4.71,2.43,2.67, ,5.24,2.67,3.71,5,4.71,7.24
R_3sh0wpT3HgU3gC2,1,10,bougie,rich,educated,refined,liberal,white,privileged,elite,progressive,intellectual,5.81888888888889,6,4,29,41,18,2,35,56,38,37,35,20,4,4,6,2.5,3.25,70,5,3,1,3,3,2,2,2,2,2,5,2,2,female,0,25, , , , , ,1, , ,3,3,2,4,3,3,3,5,Texas,Washington, , , , , ,1, , , , , , , , , , , , , , ,5,4,3,3.24,4.71,7.24,6.43,6.9, ,4.33,5,6.9,7.62
R_z1dQnWUvorMcmdP,1,10,popular,rich,skinny,boujee,prissy,stuck up,confident,powerful,smart,brand-name,4.67285714285714,6,5,37,41,56,29,56,1,56,37,20,28,4,4,7,4.5,3.25,85,5,4,1,5,5,5,5,4,5,4,4,4,4,female,0,23, , , , , ,1, , ,5,3,2,4,3,4,3,4,CA,CA, , , , , , , , , , , , , , , , , , , , ,3,4,4,5,4.71, ,3.24, ,2.43, ,5,7.62,4.71
R_1CsvcihsJReWoRU,1,10,They're lawyers,They attend Ivy League schools,They're rich,They're varying degrees of racist,They own boats,Their children will never have to work for anything,They look down on anyone who isn't like them,They can't relate to normal people,They own multiple homes,They take multiple vacations to Europe a year,4.308,8,1,17,18,41,39,28,38,1,31,28,28,3,3,5,3.1,1.25,95,8,5,1,3,3,3,4,4,4,4,2,2,2,Male,1,25, , , , , ,1, , ,7,1,1,7,1,1,1,5,Missouri,Missouri, , , , ,1, , , , , , , , , ,1, , , , , ,1,1,3,5.24,7.24,4.71,1.29,4.71,4.33,2.43,3.71,4.71,4.71
R_1FRj3p9vBuuadlY,1,10,Trust Fund Baby,Catholic,Over age 25,Business Owners,Dresses well,Owns Multiple cars,owns vacation homes,has a nanny,has a maid,has a driver,4.39666666666667,5,4,38,40,56,17,2,28,28,47,47,28,1,2,5,6,4.75,72,5,4,1,6,5,6,7,6,6,6,5,7,6,Female,0,38, , , , , ,1, , ,5,6,4,4,6,6,5,4,PA,PA, , , , ,1, , , , , , , , , , , ,1, , , ,3,4,4,4.33,4.1, ,5.24,6.43,4.71,4.71,2.67,2.67,4.71
R_2rOxcCXSaDYzPA0,1,10,movie stars,born with silver spoon,old money,bankers,snobs,rich elitists,hermit,eccentrics,eclectic,small minded,3.79571428571429,6,4,17,47,38,17,1,41,56,56,56,30,4,4,8,5.2,3.75,78,6,5,1,5,6,5,5,6,6,5,5,4,5,Female,0,54, , , , , ,1, , ,5,4,4,5,4,5,4,5,PA,PA, , , ,1, ,1, , , , , , , , , , ,1, , , ,3,3,3,5.24,2.67,4.33,5.24,2.43,4.71, , , ,1.95
R_2E3I1P6ETAWjnxx,1,10,rich,white,born with money,highly educated,liberal,wealthy,live in the city,look down on uneducated,ivy league degree,democrat,5.46333333333333,7,4,41,56,38,18,35,41,28,1,18,35,3,4,7,4.1,3,95,7,3,1,3,3,4,5,3,6,4,5,4,4,Male,1,42, , , , , ,1, , ,2,2,1,2,2,3,2,6,Wisconsin,Minnesota, , , , , , , , , , , , , , , , ,1, , , ,6,6,2,4.71, ,4.33,7.24,6.9,4.71,4.71,2.43,7.24,6.9
R_Zwp1Q3qRA8e5vA5,1,10,wealthy,liberal,privileged,white,superficial,entitled,professionals,snobs,arragant,powerful,4.16,7,3,41,35,38,56,56,12,17,1,1,37,2,3,5,3.8,2.5,86,6,2,1,5,4,4,4,4,4,4,2,4,3,female,0,50, , , , , ,1, , ,6,2,2,6,3,4,2,5,Wisconsin,Wisconsin, , , , ,1, , , , , , , , , ,1, ,1, , , ,2,2,3,4.71,6.9,4.33, , ,2.24,5.24,2.43,2.43,5
R_1rChjI0qSJianVY,1,10,New York mobsters,Stock traders,snobs,living off daddy's money,judgemental,very liberal politically,part of a secret society,come here 'ers,power hungry,connected,3.785,8,5,56,17,1,38,30,35,13,56,14,37,3,4,7,5.8,4.125,90,7,2,1,7,6,6,6,6,6,6,4,5,6,Male,1,51, , , , , ,1, , ,3,4,4,6,5,5,5,5,Pennsylvania,Virginia, , , , , ,1,1, , , , , , , , , ,1, , ,1,5,2,3, ,5.24,2.43,4.33,1.95,6.9,2.14, ,2.29,5
R_1myZMbgK2isQiSo,1,10,Wealthy,Retired,Oblivious,Liberal,Progressive,Green,Carefree,White,Democrat,Immune,5.74571428571429,7,4,41,56,31,35,35,56,8,56,35,37,3,3,6,7,2.875,80,5,6,1,7,7,7,7,7,7,7,7,7,7,Female,0,72, , , , , ,1, , ,7,3,4,7,6,5,2,7,Ca,Ca, , , , ,1, ,1, , , , , , , ,1, , , , ,1,1,1,1,4.71, ,3.71,6.9,6.9, ,6.1, ,6.9,5
R_1kN87TJVAmI71X4,1,10,Wealthy,White,Snobbish,Social,High Profile,Well Known,Ignorant,Egotistical,Liar,Power,3.505,8,3,41,56,1,56,37,37,30,44,52,37,2,3,7,6.2,1.625,85,7,2,1,6,6,6,6,7,6,6,6,7,6,Male,1,30, , , , , ,1, , ,7,2,2,7,2,2,2,7,Alabama,Georgia, , , , ,1, , , , , , ,1,1,1, , , , , ,1,1,1,1,4.71, ,2.43, ,5,5,1.95,2.38,1.57,5
R_1P7Dn5WFGV7gvBm,1,10,wealthy,educated,stuck-up,well-traveled,self-centered,stuck in their own bubble,ignorant,relaxed,old,religious,3.90375,8,4,41,18,1,28,44,31,30,56,56,40,4,4,7,3.2,2.375,81,6,5,1,4,5,4,4,3,4,3,3,1,1,Female,0,19, , , , , ,1, , ,6,2,2,5,3,3,2,6,Texas,Texas, , , , , , ,1, , , , , , , , , , , , ,1,2,3,2,4.71,7.24,2.43,4.71,2.38,3.71,1.95, , ,4.1
R_2Vxq0h7ATm9NwTz,1,10,powerful,educated,spoiled,connected,cold,ruthless,highly intelligent,extremely loyal to their inner circles,determined,diverse in financial assets,4.80444444444444,8,4,37,18,47,37,10,56,20,13,7,41,3,3,5,7,3.75,70,4,6,1,7,7,7,7,7,7,7,7,7,7,Female,0,47, , , , , ,1, , ,5,5,5,7,5,5,5,7,New York,Nevada, , , , , , , , , , , , , , , , , , , , ,3,1,1,5,7.24,2.67,5,3.67, ,7.62,2.14,5.19,4.71
R_1oaPPoJaphJfdmL,1,10,East Coast,Sperry shoes,snobby,nice car,collared shirt and board shorts,boat,blond hair,dumb,spoiled,douche,3.95857142857143,8,3,56,28,1,28,2,28,56,56,47,42,4,3,6,7,1,88,7,1,1,7,7,7,7,7,7,7,7,7,7,Male,1,25, , , , , ,1, , ,7,1,1,7,1,1,1,7,Arizona,Tennessee,1, , , ,1, , , , , , , , ,1,1, , , , , ,1,1,1, ,4.71,2.43,4.71,6.43,4.71, , ,2.67,2.05
R_3KC6xKY5y4hXsCK,1,10,White cracker,Honky,Baby boomers,Influencers,Pig,Burrito bandit,Snobby white brat,Donut monster,Fag,Oreo,3.955,4,2,56,56,56,17,56,56,47,56,56,56,2,2,5,6.7,5,52,6,6,1,7,7,7,7,7,7,7,4,7,7,Female,0,50, , , , , ,1, , ,4,7,4,7,7,7,7,5,Arkansas,Arkansas, , , , ,1, , , , , , , , , ,1, , , , , ,4,1,3, , , ,5.24, , ,2.67, , , 
R_eKYBsROu3wASOhX,1,10,Environmentally conscious,Thin/healthy,Enjoy privacy,Have attitude,Technology-oriented,Young money,"Well educated, intelligent",Liberal,Workaholic,Innovators,5.68166666666667,6,7,56,56,56,42,20,41,20,35,7,56,3,3,5,3,2.25,85,6,5,1,5,2,3,5,2,3,2,4,2,2,Female,0,18, , , , , ,1, , ,7,1,5,7,1,4,2,5,Washington,Washington, , , , ,1, , , , , , , , , ,1, , , , , ,1,1,3, , , ,2.05,7.62,4.71,7.62,6.9,5.19, 
