"participant_id","occasion_id","group","b_demo_age_1","b_demo_gender_1","b_demo_education_1","b_demo_work_1_rec","b_demo_kids_1_rec","b_corona_risk_1","app_group","b_igts_belief","b_igts_prefer","f_install","f_install_reason_1","f_install_other_1","f_app_risk","f_app_risk_other","f_bluetooth","f_install_reason_2","f_install_other_2","f_install_reason_3","f_install_other_3","f_advertisement","f_app_relevant_information","f_first_nonNA","f_fst_chng_2or3_to_1","f_ever_installed","f_app_risk_once","f_install_other_1_coded","f_install_other_1_coded_new","f_install_other_3_coded","f_install_other_3_coded_new"
2967,30898,1,31,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,4.4,3.25,2,NA,NA,NA,NA,NA,NA,NA,"2, 7",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
2969,76632,1,45,2,20,"Voll erwerbstätig",1,2,1,4.8,4.5,1,"3",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
2970,14470,2,36,2,20,"Voll erwerbstätig",1,2,1,4.8,5.75,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
2974,47509,1,28,2,11,"Sonstiges",0,2,2,5.2,5.5,2,NA,NA,NA,NA,NA,NA,NA,"2",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
2977,47489,2,55,2,21,"Voll erwerbstätig",0,2,1,5,5.5,1,"1, 2",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
2979,83229,1,54,2,16,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,5,4.5,2,NA,NA,NA,NA,NA,NA,NA,"8","Betriebssystem ist nicht aktuell genug ",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","1",""
2980,104765,1,53,2,22,"Voll erwerbstätig",1,1,1,5,5,1,"1, 2, 4, 5",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
2982,105348,2,22,1,16,"in Ausbildung",0,2,1,4,5,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
2983,91946,1,51,2,22,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,4.8,4,1,"2, 4",NA,1,NA,3,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
2985,39901,1,35,1,22,"Voll erwerbstätig",0,2,1,4.6,4.5,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
2990,35130,2,18,1,12,"in Ausbildung",0,2,1,5.2,4.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3003,18842,2,65,1,15,"Sonstiges",1,1,1,4.8,6,1,"1, 2, 3, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3004,71820,2,50,2,21,"Voll erwerbstätig",1,2,1,3.8,3.75,1,"2, 4, 5",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3006,83558,2,49,2,22,"Voll erwerbstätig",0,1,1,3.4,2.5,1,"2",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3007,54772,1,23,2,16,"in Ausbildung",0,2,1,4.2,3.75,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3011,59340,2,66,2,15,"Sonstiges",1,2,2,5.2,5.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,1,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3013,24660,1,65,1,20,"Sonstiges",1,1,1,3.2,5,1,"1, 2",NA,1,NA,2,"2, 6",NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3014,8278,1,20,2,NA,"in Ausbildung",0,2,1,5.8,2,1,"4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3031,61431,2,42,2,5,"Voll erwerbstätig",0,2,2,4.6,4.25,2,NA,NA,NA,NA,NA,NA,NA,"2, 8","Ich nutze die mobilen Daten nicht, wenn ich unterwegs bin und ich nehme mein Handy nicht überall mit. Ich wohne im Dreiländereck, Schweiz, Frankreich und Deutschland ",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","11a, 2","L, N"
3033,78412,1,42,2,28,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,1,4.6,5,1,"1, 2",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3037,115125,2,76,2,13,"Nicht erwerbstätig",1,1,2,3.8,3.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3039,95713,2,26,2,18,"Voll erwerbstätig",0,2,1,6.4,6.5,1,"1, 2, 4, 5",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3042,92400,2,63,1,19,"Voll erwerbstätig",1,1,1,4.4,6.25,1,"4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3045,64202,2,41,2,21,"Nicht erwerbstätig",1,2,1,5.2,4.5,1,"1",NA,2,NA,2,"7","Zu Hause brauche ich App nicht, da ist Bluetooth aus, außerhalb der Wohnung ist alles korrekt an",NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3046,71498,1,55,1,18,"Sonstiges",1,2,2,6,4.25,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3050,113903,1,41,2,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5,5.25,1,"2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3051,117632,1,49,2,23,"Voll erwerbstätig",1,2,1,4.2,5.5,1,"2, 3, 4",NA,4,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3054,40897,2,34,2,NA,"Voll erwerbstätig",1,2,2,3.2,4.25,2,NA,NA,NA,NA,NA,NA,NA,"4, 5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3055,37185,2,45,2,18,"Voll erwerbstätig",1,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3056,69889,1,65,2,16,"Voll erwerbstätig",1,2,1,3.8,4,1,"1, 2",NA,2,NA,2,"7","Wusste nicht, dass man Bluetooth aktivieren muss",NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3059,62705,2,39,1,22,"Voll erwerbstätig",0,2,1,5.6,5.75,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3063,40087,2,62,1,16,"Voll erwerbstätig",1,2,2,6,3,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3069,34033,1,43,2,21,"Voll erwerbstätig",0,2,1,4.8,4.75,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3070,7971,2,36,1,20,"Voll erwerbstätig",0,2,1,5.6,4,1,"1",NA,1,NA,3,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3071,14015,1,36,2,18,"Voll erwerbstätig",0,2,1,3,4.5,1,"1",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3072,117281,2,42,2,19,"Voll erwerbstätig",0,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,"8","Ich möchte nicht permanent Bluetooth und Standortortung aktiviert haben.",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","15, 16","M, M"
3073,80454,2,59,1,17,"Voll erwerbstätig",1,1,2,3.2,5.5,2,NA,NA,NA,NA,NA,NA,NA,"4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3077,72617,1,44,2,23,"Voll erwerbstätig",0,2,1,4.8,NA,1,"2",NA,2,NA,2,"7","habs nicht gleich gecheckt",NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3078,299,2,60,1,NA,"Voll erwerbstätig",1,2,1,5.6,7,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3079,50495,2,32,2,19,"Voll erwerbstätig",0,2,1,5,3.5,1,"2",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3085,107711,1,52,2,12,"Voll erwerbstätig",1,2,2,5.6,4,2,NA,NA,NA,NA,NA,NA,NA,"4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3087,33443,1,23,2,17,"in Ausbildung",0,1,1,4,5,1,"1, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3088,56522,1,58,2,10,"Voll erwerbstätig",0,2,1,4.8,2.75,1,"2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3091,65547,1,32,2,21,"Voll erwerbstätig",0,2,1,4.8,5.5,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3093,109666,2,58,2,10,"Nicht erwerbstätig",1,2,1,4.2,5.75,1,"2, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3094,39202,1,43,2,30,"Voll erwerbstätig",0,1,1,3,3.75,1,"5",NA,1,NA,3,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3098,17074,1,54,1,19,"Voll erwerbstätig",1,1,1,5,5,1,"4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3099,99951,1,26,2,17,"Voll erwerbstätig",0,2,1,4.6,4.5,1,"3, 6","Mein Freund",2,NA,2,"7","Ausversehen ausgemacht (gewohnheitsmäßig)",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,"nc","","",""
3102,78700,2,67,2,20,"Sonstiges",1,2,1,4.8,3.25,1,"2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3111,51129,1,26,2,16,"Voll erwerbstätig",0,2,2,4.4,4.75,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3113,47250,2,28,2,20,"in Ausbildung",0,2,2,4.6,4.5,2,NA,NA,NA,NA,NA,NA,NA,"1, 2, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3116,56591,1,31,2,NA,"Voll erwerbstätig",0,2,2,5.8,5.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3117,114800,2,21,2,14,"in Ausbildung",0,2,1,4.2,3.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3123,58646,2,43,1,19,"Voll erwerbstätig",1,2,1,4.6,4,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3124,116362,1,33,2,16,"Voll erwerbstätig",0,2,1,3.6,5.5,1,"1, 2, 4, 5",NA,2,NA,3,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3125,32733,1,70,2,18,"Sonstiges",1,2,1,4.2,5.25,1,"4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3126,55372,1,53,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,4.8,5,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3129,73963,1,34,1,19,"Voll erwerbstätig",0,2,1,3.4,4.75,1,"1, 2",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3134,6186,2,42,2,24,"Voll erwerbstätig",0,2,2,3.4,4.5,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,1,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3135,56749,1,28,2,21,"in Ausbildung",1,1,1,5,4.5,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3136,98292,1,47,2,20,"Voll erwerbstätig",0,2,1,3.2,1.25,1,"1, 2, 3, 4, 5",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3137,59103,2,24,2,NA,"in Ausbildung",0,2,1,5.2,4,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3138,9937,2,22,1,14,"in Ausbildung",0,2,1,6,4,1,"1, 2, 4",NA,1,NA,2,"2, 7","Zuhause ausgestellt und dann vergessen, zu aktivieren. ",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3143,46519,2,68,1,15,"Sonstiges",1,2,2,4.4,6,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3153,65448,2,30,2,21,"Voll erwerbstätig",0,2,1,6,4.5,1,"1, 2, 3, 4, 5",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3158,36406,2,47,1,18,"Voll erwerbstätig",1,2,1,4.8,4.75,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3162,70847,2,71,2,19,"Sonstiges",1,1,1,5.4,6.25,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3163,101920,2,48,1,21,"Voll erwerbstätig",1,2,1,4.2,6.5,1,"6","Sozialer Druck aus der Familie",2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,"9a","C","",""
3167,78919,2,66,2,11,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,5,4.25,2,NA,NA,NA,NA,NA,NA,NA,"5, 6",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3176,83154,1,64,2,18,"Sonstiges",1,2,1,4,4.75,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3179,7203,1,30,2,17,"Sonstiges",0,2,2,4.6,4.5,2,NA,NA,NA,NA,NA,NA,NA,"2, 5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3180,35424,1,56,2,10,"Sonstiges",0,1,1,3,4.25,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3184,71241,1,58,1,12,"Voll erwerbstätig",1,1,1,2.4,2.25,1,"1, 2, 3, 4, 5",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3185,81937,2,37,2,23,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5.4,5.75,1,"1, 2, 5, 6","Neugier",1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,"5","E","",""
3188,84260,2,55,2,13,"Voll erwerbstätig",0,2,1,3,3.75,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3191,5417,2,45,2,17,"Nicht erwerbstätig",0,2,2,2.8,3.75,2,NA,NA,NA,NA,NA,NA,NA,"2, 8","Ich will GPS und Blutooth nicht durchgehend einschalten.",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","15, 16","M, M"
3194,38018,2,63,2,19,"Voll erwerbstätig",0,2,1,5,4.75,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3200,89668,2,65,2,17,"Sonstiges",1,1,1,4.2,5.5,1,"4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3202,54232,1,67,2,17,"Sonstiges",1,2,1,4.2,4.25,1,"4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3203,96763,2,36,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,2.2,3.25,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3209,57937,2,28,2,19,"Voll erwerbstätig",0,2,1,5.2,5.5,1,"1, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3210,101541,1,68,1,17,"Nicht erwerbstätig",1,2,1,3,3,1,"5",NA,4,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3212,51235,2,50,2,25,"Sonstiges",0,2,2,4.2,4.25,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3213,46686,2,42,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,1,3.6,3,1,"1, 2, 3",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3214,94447,1,54,1,16,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,1,2.6,4.75,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3215,113110,1,64,1,14,"Nicht erwerbstätig",1,2,1,4.4,5.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3218,82850,1,54,2,14,"Sonstiges",1,2,1,3,5.75,1,"1, 2, 3, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3221,23981,1,27,NA,19,"in Ausbildung",0,2,1,5,4.25,1,"1, 2, 3, 4, 5",NA,1,NA,2,"2",NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3222,88852,1,26,2,19,"Voll erwerbstätig",0,2,1,3.4,4.75,1,"1",NA,4,NA,2,"2, 4",NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3223,111796,1,37,2,18,"Voll erwerbstätig",0,2,1,5.6,3,1,"1, 2",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3224,117885,1,47,2,18,"Voll erwerbstätig",0,2,1,5.2,5,1,"1, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3227,3820,1,31,2,22,"Voll erwerbstätig",0,2,1,4.4,2.25,1,"2, 4, 5, 6","Interesse, zu sehen, wie die App funktioniert ",1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,"5","E","",""
3229,71080,1,67,2,17,"Sonstiges",0,1,1,4.8,4.5,1,"4",NA,5,"Kein Risiko",1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3230,26555,2,62,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,3.8,4.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3233,116435,2,22,1,14,"in Ausbildung",0,2,1,2.6,2.5,1,"1, 2, 3, 4, 6","Mitentwicklung",2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,"nc","","",""
3236,17372,1,21,2,15,"in Ausbildung",0,2,2,3.2,2.75,2,NA,NA,NA,NA,NA,NA,NA,"1, 2",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3237,55600,1,70,1,6,"Sonstiges",1,1,2,5.4,5,2,NA,NA,NA,NA,NA,NA,NA,"8","ich habe kein Smart-phone",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","C","C"
3241,104153,1,52,2,16,"Voll erwerbstätig",0,2,1,5.6,6.5,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3242,5564,1,29,2,18,"Voll erwerbstätig",0,2,2,4.8,5,2,NA,NA,NA,NA,NA,NA,NA,"5, 8","müsste OS noch aktualisieren, vorher backup",1,TRUE,TRUE,FALSE,FALSE,FALSE,"","","1",""
3244,113819,1,49,2,23,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,1.8,3.25,1,"1, 2, 4, 6","Ich möchte andere rechtzeitig warnen können, falls ich mit Infizierten in Kontakt war. ",2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,"2","D","",""
3247,102060,1,34,1,16,"Voll erwerbstätig",0,2,1,4.4,4.5,1,"1, 4",NA,2,NA,2,"7","Wochenende. Keine Situation die dies nötig macht. ",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3250,111323,1,54,1,14,"Nicht erwerbstätig",1,1,1,4,5,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3256,80628,1,34,1,18,"Voll erwerbstätig",0,2,2,5.2,6,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3261,1794,2,40,2,15,"in Ausbildung",0,2,1,4.4,4.75,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3263,118158,1,62,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,2,3.8,4.25,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3268,61328,2,43,2,6,"Voll erwerbstätig",0,2,2,4,3.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3273,47937,1,31,2,10,"in Ausbildung",0,2,2,2.6,3,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3276,18701,2,51,1,15,"Voll erwerbstätig",1,2,1,5.8,5,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3277,58910,2,47,2,NA,"Voll erwerbstätig",1,2,1,4.4,3.5,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3278,38268,2,50,2,17,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,1,5.4,4.25,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3279,60141,2,40,2,20,"Voll erwerbstätig",0,2,1,5.2,4.25,1,"2",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3280,74880,1,43,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,5,6,2,NA,NA,NA,NA,NA,NA,NA,"1, 2",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3281,50821,2,28,2,18,"Voll erwerbstätig",0,1,1,5,6,1,"2",NA,2,NA,2,"7","habe die Wohnung nicht verlassen,",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3282,74387,1,44,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,4.2,4.25,2,NA,NA,NA,NA,NA,NA,NA,"3, 4, 8","Trage mein Handy nicht ständig mit mir rum, liegt meistens zu Hause",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","11a","L"
3285,59437,1,35,1,18,"Voll erwerbstätig",0,1,1,4.6,5.5,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3290,10678,1,37,1,22,"Sonstiges",0,1,2,2.8,2.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3292,54629,1,40,1,20,"Voll erwerbstätig",1,2,1,5,5.25,1,"2",NA,2,NA,2,"7","Technische Probleme",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3294,20535,2,53,1,16,"Voll erwerbstätig",0,2,1,5.4,5.5,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
